0.000000 16999999488.000000 0.000000 560000.000000
1000.000000 16999862272.000000 -275.243866 56000.015625
2000.000000 16999449600.000000 -550.463745 56002.273438
3000.000000 16998761472.000000 -825.635620 56009.070312
4000.000000 16997797888.000000 -1100.735596 56020.410156
5000.000000 16996559872.000000 -1375.739380 56036.289062
6000.000000 16995046400.000000 -1650.623047 56056.699219
7000.000000 16993258496.000000 -1925.362427 56081.664062
8000.000000 16991196160.000000 -2199.933594 56111.175781
9000.000000 16988859392.000000 -2474.312256 56145.234375
10000.000000 16986248192.000000 -2748.474121 56183.859375
11000.000000 16983362560.000000 -3022.395020 56227.058594
12000.000000 16980203520.000000 -3296.050537 56274.839844
13000.000000 16976771072.000000 -3569.416260 56327.207031
14000.000000 16973065216.000000 -3842.467773 56384.171875
15000.000000 16969085952.000000 -4115.180664 56445.753906
16000.000000 16964834304.000000 -4387.529785 56511.968750
17000.000000 16960310272.000000 -4659.490723 56582.816406
18000.000000 16955514880.000000 -4931.038574 56658.324219
19000.000000 16950448128.000000 -5202.148438 56738.488281
20000.000000 16945111040.000000 -5472.794922 56823.339844
21000.000000 16939503616.000000 -5742.953613 56912.882812
22000.000000 16933625856.000000 -6012.598633 57007.144531
23000.000000 16927478784.000000 -6281.704590 57106.148438
24000.000000 16921062400.000000 -6550.246094 57209.914062
25000.000000 16914377728.000000 -6818.197266 57318.464844
26000.000000 16907425792.000000 -7085.532227 57431.816406
27000.000000 16900206592.000000 -7352.225098 57549.988281
28000.000000 16892721152.000000 -7618.249512 57673.007812
29000.000000 16884970496.000000 -7883.579102 57800.902344
30000.000000 16876954624.000000 -8148.187988 57933.683594
31000.000000 16868674560.000000 -8412.048828 58071.394531
32000.000000 16860131328.000000 -8675.134766 58214.058594
33000.000000 16851324928.000000 -8937.418945 58361.695312
34000.000000 16842256384.000000 -9198.874023 58514.355469
35000.000000 16832926720.000000 -9459.472656 58672.054688
36000.000000 16823336960.000000 -9719.186523 58834.832031
37000.000000 16813488128.000000 -9977.988281 59002.710938
38000.000000 16803381248.000000 -10235.849609 59175.722656
39000.000000 16793017344.000000 -10492.742188 59353.902344
40000.000000 16782396416.000000 -10748.637695 59537.281250
41000.000000 16771520512.000000 -11003.507812 59725.914062
42000.000000 16760389632.000000 -11257.322266 59919.820312
43000.000000 16749005824.000000 -11510.052734 60119.050781
44000.000000 16737370112.000000 -11761.668945 60323.636719
45000.000000 16725483520.000000 -12012.140625 60533.609375
46000.000000 16713347072.000000 -12261.438477 60749.019531
47000.000000 16700961792.000000 -12509.532227 60969.906250
48000.000000 16688328704.000000 -12756.390625 61196.312500
49000.000000 16675449856.000000 -13001.983398 61428.292969
50000.000000 16662325248.000000 -13246.278320 61665.871094
51000.000000 16648956928.000000 -13489.245117 61909.121094
52000.000000 16635346944.000000 -13730.850586 62158.070312
53000.000000 16621496320.000000 -13971.063477 62412.757812
54000.000000 16607406080.000000 -14209.850586 62673.230469
55000.000000 16593077248.000000 -14447.179688 62939.550781
56000.000000 16578511872.000000 -14683.017578 63211.777344
57000.000000 16563712000.000000 -14917.331055 63489.945312
58000.000000 16548678656.000000 -15150.085938 63774.097656
59000.000000 16533412864.000000 -15381.248047 64064.296875
60000.000000 16517916672.000000 -15610.783203 64360.605469
61000.000000 16502192128.000000 -15838.656250 64663.070312
62000.000000 16486240256.000000 -16064.832031 64971.738281
63000.000000 16470063104.000000 -16289.275391 65286.675781
64000.000000 16453662720.000000 -16511.949219 65607.937500
65000.000000 16437040128.000000 -16732.818359 65935.562500
66000.000000 16420197376.000000 -16951.847656 66269.640625
